event_id,user_id,event_date,channel,device,funnel_stage,product_category,spent_time_seconds,action_outcome
49095,22449,2023-01-18,Email,Desktop,Product View,Sports,73,drop_off
49096,40819,2023-02-22,Email,Desktop,Landing Page,Toys,155,drop_off
49097,49082,2023-01-12,Website,Desktop,Product View,Beauty,150,drop_off
49098,26552,2023-02-03,Mobile App,Desktop,Landing Page,Toys,238,progress
49099,72595,2023-01-06,Email,Desktop,Add to Cart,Sports,226,progress
49100,84256,2023-02-03,Website,Tablet,Product View,Beauty,68,drop_off
49101,51321,2023-02-07,Email,Desktop,Add to Cart,Home,28,drop_off
49102,49950,2023-01-04,Social Media,Mobile,Product View,Fashion,77,progress
49103,10803,2023-01-08,Email,Mobile,Add to Cart,Beauty,135,progress
49104,73459,2023-02-22,Mobile App,Desktop,Product View,Beauty,196,progress
49105,71704,2023-01-10,Website,Mobile,Landing Page,Fashion,259,progress
49106,42991,2023-01-20,Email,Desktop,Landing Page,Beauty,138,drop_off
49107,36779,2023-02-19,Social Media,Desktop,Product View,Sports,240,progress
49108,88076,2023-02-18,Social Media,Mobile,Landing Page,Fashion,221,drop_off
49109,93513,2023-01-17,Mobile App,Tablet,Landing Page,Sports,267,progress
49110,19342,2023-01-30,Email,Mobile,Landing Page,Electronics,47,progress
49111,32258,2023-02-13,Email,Mobile,Add to Cart,Home,22,purchase
49112,76725,2023-01-08,Email,Mobile,Add to Cart,Electronics,44,progress
49113,48658,2023-01-10,Email,Tablet,Checkout,Beauty,9,purchase
49114,10761,2023-01-12,Mobile App,Tablet,Add to Cart,Sports,280,progress
49115,17616,2023-02-22,Website,Desktop,Landing Page,Sports,63,drop_off
49116,75468,2023-01-03,Mobile App,Desktop,Product View,Electronics,128,progress
49117,58877,2023-02-12,Website,Mobile,Payment,Toys,105,drop_off
49118,58823,2023-02-17,Website,Tablet,Add to Cart,Home,86,drop_off
49119,24106,2023-01-04,Social Media,Desktop,Checkout,Beauty,125,progress
49120,74691,2023-02-02,Mobile App,Mobile,Checkout,Home,95,purchase
49121,45076,2023-02-25,Email,Desktop,Landing Page,Home,282,drop_off
49122,94144,2023-02-15,Website,Tablet,Landing Page,Toys,204,progress
49123,62473,2023-02-15,Social Media,Desktop,Product View,Toys,117,progress
49124,32157,2023-01-12,Mobile App,Tablet,Landing Page,Beauty,193,drop_off
49125,13783,2023-02-02,Social Media,Tablet,Product View,Sports,284,progress
49126,98450,2023-02-24,Social Media,Tablet,Product View,Toys,17,progress
49127,56794,2023-01-25,Mobile App,Desktop,Product View,Home,32,drop_off
49128,70594,2023-02-21,Social Media,Tablet,Add to Cart,Sports,195,drop_off
49129,52275,2023-01-11,Website,Desktop,Payment,Electronics,114,progress
49130,24838,2023-01-22,Email,Tablet,Product View,Toys,251,drop_off
49131,17578,2023-02-11,Website,Desktop,Add to Cart,Fashion,173,progress
49132,82498,2023-01-19,Mobile App,Tablet,Add to Cart,Home,298,drop_off
49133,15691,2023-01-30,Website,Desktop,Landing Page,Fashion,202,progress
49134,99206,2023-02-05,Mobile App,Tablet,Product View,Beauty,264,progress
49135,48696,2023-01-09,Social Media,Mobile,Product View,Sports,45,purchase
49136,82957,2023-01-30,Website,Desktop,Landing Page,Electronics,175,progress
49137,66285,2023-01-12,Website,Tablet,Landing Page,Electronics,251,drop_off
49138,57882,2023-02-05,Website,Desktop,Add to Cart,Sports,140,progress
49139,68032,2023-01-02,Email,Tablet,Product View,Fashion,194,progress
49140,15101,2023-02-23,Website,Desktop,Landing Page,Sports,17,progress
49141,39406,2023-02-22,Social Media,Desktop,Landing Page,Sports,261,progress
49142,14202,2023-02-07,Website,Desktop,Landing Page,Toys,182,progress
49143,47125,2023-01-20,Social Media,Tablet,Product View,Sports,47,progress
49144,34957,2023-02-13,Mobile App,Tablet,Landing Page,Electronics,179,progress
49145,34078,2023-01-20,Email,Tablet,Product View,Fashion,204,progress
49146,36210,2023-02-26,Website,Tablet,Landing Page,Electronics,180,progress
49147,42406,2023-02-05,Mobile App,Desktop,Product View,Home,48,progress
49148,95259,2023-01-30,Email,Mobile,Product View,Sports,274,progress
49149,93827,2023-01-09,Mobile App,Desktop,Checkout,Fashion,136,drop_off
49150,70343,2023-02-05,Email,Desktop,Checkout,Home,252,progress
49151,98283,2023-02-27,Email,Tablet,Landing Page,Fashion,129,progress
49152,43438,2023-02-20,Social Media,Mobile,Add to Cart,Toys,285,progress
49153,32672,2023-02-06,Social Media,Desktop,Payment,Home,77,drop_off
49154,55434,2023-02-21,Social Media,Mobile,Landing Page,Toys,215,drop_off
49155,72004,2023-01-04,Social Media,Desktop,Add to Cart,Beauty,247,purchase
49156,80235,2023-01-22,Social Media,Tablet,Product View,Electronics,132,progress
49157,68888,2023-02-19,Website,Mobile,Product View,Sports,72,progress
49158,39818,2023-01-03,Email,Mobile,Checkout,Home,227,progress
49159,88636,2023-01-10,Mobile App,Desktop,Product View,Toys,6,progress
49160,35303,2023-01-01,Email,Tablet,Checkout,Beauty,259,purchase
49161,13410,2023-02-09,Social Media,Tablet,Confirmation,Fashion,287,progress
49162,99949,2023-01-13,Mobile App,Mobile,Checkout,Fashion,131,progress
49163,34288,2023-01-03,Social Media,Desktop,Product View,Beauty,247,progress
49164,41265,2023-01-12,Mobile App,Mobile,Landing Page,Toys,66,progress
49165,99714,2023-01-02,Mobile App,Tablet,Landing Page,Toys,13,progress
49166,68750,2023-02-20,Website,Desktop,Landing Page,Beauty,264,progress
49167,24072,2023-01-21,Website,Tablet,Landing Page,Toys,159,progress
49168,36000,2023-01-26,Email,Mobile,Add to Cart,Sports,167,progress
49169,28492,2023-02-20,Mobile App,Tablet,Landing Page,Fashion,180,progress
49170,66072,2023-02-16,Mobile App,Tablet,Product View,Electronics,181,progress
49171,84941,2023-02-17,Mobile App,Tablet,Landing Page,Electronics,41,progress
49172,63872,2023-01-26,Email,Mobile,Product View,Beauty,117,progress
49173,93833,2023-01-27,Email,Tablet,Checkout,Beauty,279,progress
49174,32290,2023-02-10,Email,Tablet,Checkout,Beauty,7,drop_off
49175,95986,2023-02-27,Social Media,Tablet,Landing Page,Sports,32,progress
49176,40409,2023-02-14,Website,Mobile,Payment,Electronics,89,purchase
49177,11275,2023-02-08,Mobile App,Desktop,Landing Page,Electronics,264,progress
49178,45440,2023-01-11,Website,Mobile,Landing Page,Toys,219,progress
49179,98841,2023-01-22,Social Media,Mobile,Add to Cart,Beauty,207,progress
49180,71586,2023-01-27,Social Media,Tablet,Product View,Home,289,progress
49181,87469,2023-02-19,Social Media,Tablet,Product View,Home,9,progress
49182,73810,2023-01-08,Social Media,Mobile,Payment,Home,51,purchase
49183,34548,2023-01-09,Email,Mobile,Confirmation,Toys,251,purchase
49184,42810,2023-02-01,Email,Desktop,Landing Page,Beauty,86,drop_off
49185,70914,2023-01-02,Social Media,Desktop,Payment,Home,142,drop_off
49186,36367,2023-02-08,Email,Mobile,Landing Page,Home,163,progress
49187,93902,2023-02-24,Social Media,Tablet,Product View,Sports,48,drop_off
49188,11840,2023-02-01,Mobile App,Mobile,Payment,Electronics,274,progress
49189,22717,2023-02-23,Social Media,Tablet,Product View,Fashion,197,progress
49190,62641,2023-01-06,Email,Mobile,Checkout,Electronics,267,progress
49191,96138,2023-01-27,Website,Mobile,Add to Cart,Sports,226,drop_off
49192,34489,2023-02-19,Mobile App,Tablet,Payment,Toys,218,progress
49193,40102,2023-02-04,Mobile App,Tablet,Product View,Beauty,53,progress
49194,14365,2023-02-12,Website,Tablet,Landing Page,Electronics,227,progress
49195,45945,2023-01-08,Email,Desktop,Product View,Fashion,188,progress
49196,16603,2023-01-06,Mobile App,Desktop,Landing Page,Toys,93,progress
49197,70292,2023-02-28,Social Media,Desktop,Confirmation,Toys,185,drop_off
49198,47718,2023-02-16,Social Media,Tablet,Checkout,Electronics,274,progress
49199,52543,2023-01-13,Email,Mobile,Payment,Electronics,133,progress
49200,27841,2023-02-18,Mobile App,Mobile,Payment,Toys,295,purchase
49201,74712,2023-01-30,Email,Desktop,Landing Page,Fashion,293,drop_off
49202,29580,2023-02-16,Website,Mobile,Checkout,Sports,246,progress
49203,67028,2023-01-11,Social Media,Mobile,Landing Page,Toys,121,progress
49204,51505,2023-01-24,Email,Desktop,Landing Page,Beauty,66,progress
49205,23233,2023-02-27,Mobile App,Tablet,Confirmation,Beauty,67,purchase
49206,49813,2023-02-01,Website,Desktop,Checkout,Fashion,137,drop_off
49207,61405,2023-02-10,Mobile App,Mobile,Product View,Toys,292,progress
49208,49719,2023-01-12,Social Media,Desktop,Landing Page,Beauty,198,progress
49209,14399,2023-01-16,Website,Tablet,Landing Page,Electronics,29,progress
49210,59616,2023-02-01,Social Media,Mobile,Payment,Electronics,153,purchase
49211,61534,2023-02-26,Social Media,Desktop,Product View,Beauty,30,progress
49212,22562,2023-01-20,Website,Mobile,Add to Cart,Electronics,284,progress
49213,48545,2023-01-20,Social Media,Mobile,Product View,Beauty,178,progress
49214,81047,2023-02-03,Mobile App,Tablet,Add to Cart,Beauty,23,purchase
49215,60020,2023-01-05,Email,Desktop,Landing Page,Fashion,8,drop_off
49216,61022,2023-01-04,Website,Mobile,Product View,Electronics,111,progress
49217,33971,2023-01-13,Website,Tablet,Confirmation,Toys,255,purchase
49218,49236,2023-01-05,Email,Desktop,Landing Page,Toys,283,progress
49219,18334,2023-02-28,Email,Mobile,Checkout,Toys,73,progress
49220,78363,2023-01-06,Mobile App,Mobile,Landing Page,Sports,228,progress
49221,35364,2023-02-11,Email,Tablet,Checkout,Electronics,25,drop_off
49222,57728,2023-02-04,Mobile App,Mobile,Checkout,Sports,216,progress
49223,78242,2023-02-03,Social Media,Desktop,Landing Page,Electronics,121,drop_off
49224,77171,2023-02-16,Social Media,Mobile,Landing Page,Fashion,142,progress
49225,29089,2023-02-20,Social Media,Tablet,Landing Page,Electronics,23,progress
49226,79758,2023-01-26,Email,Tablet,Add to Cart,Beauty,92,progress
49227,76906,2023-02-08,Website,Desktop,Product View,Sports,198,drop_off
49228,15997,2023-01-27,Email,Mobile,Landing Page,Home,212,progress
49229,21875,2023-02-04,Email,Mobile,Landing Page,Home,146,progress
49230,92152,2023-02-17,Social Media,Mobile,Landing Page,Sports,82,progress
49231,15751,2023-01-20,Mobile App,Desktop,Payment,Sports,268,progress
49232,93512,2023-02-22,Email,Desktop,Landing Page,Sports,273,progress
49233,21224,2023-01-24,Email,Mobile,Add to Cart,Toys,234,drop_off
49234,29655,2023-01-04,Social Media,Mobile,Product View,Sports,168,progress
49235,30588,2023-01-04,Website,Desktop,Product View,Electronics,151,drop_off
49236,80930,2023-02-14,Website,Desktop,Payment,Toys,55,progress
49237,73114,2023-02-17,Website,Mobile,Add to Cart,Sports,9,progress
49238,88763,2023-01-11,Social Media,Desktop,Add to Cart,Toys,245,drop_off
49239,62058,2023-02-14,Email,Desktop,Landing Page,Fashion,11,progress
49240,79533,2023-01-02,Social Media,Mobile,Checkout,Home,109,progress
49241,54324,2023-02-01,Website,Mobile,Landing Page,Electronics,85,progress
49242,27021,2023-02-17,Mobile App,Desktop,Payment,Beauty,297,purchase
49243,47737,2023-01-24,Mobile App,Desktop,Product View,Electronics,117,purchase
49244,75898,2023-01-20,Social Media,Tablet,Checkout,Home,208,progress
49245,80640,2023-01-09,Email,Mobile,Confirmation,Sports,143,purchase
49246,50600,2023-01-31,Mobile App,Tablet,Landing Page,Electronics,146,progress
49247,63089,2023-02-04,Mobile App,Desktop,Product View,Sports,154,progress
49248,63057,2023-02-26,Website,Desktop,Add to Cart,Fashion,205,drop_off
49249,62843,2023-01-24,Email,Tablet,Checkout,Fashion,273,progress
49250,22517,2023-01-10,Website,Tablet,Checkout,Home,177,progress
49251,28337,2023-01-05,Social Media,Mobile,Product View,Beauty,51,progress
49252,28105,2023-02-17,Website,Mobile,Product View,Fashion,83,progress
49253,61160,2023-01-15,Mobile App,Tablet,Payment,Toys,267,drop_off
49254,27609,2023-01-10,Mobile App,Desktop,Product View,Electronics,214,progress
49255,19253,2023-01-31,Social Media,Mobile,Landing Page,Fashion,65,progress
49256,68894,2023-02-27,Social Media,Tablet,Landing Page,Fashion,67,progress
49257,74887,2023-02-11,Website,Desktop,Product View,Toys,240,progress
49258,41356,2023-02-19,Social Media,Desktop,Landing Page,Electronics,121,drop_off
49259,29710,2023-02-12,Website,Tablet,Landing Page,Electronics,225,progress
49260,26135,2023-02-08,Website,Tablet,Payment,Toys,249,purchase
49261,39756,2023-02-21,Social Media,Desktop,Product View,Sports,167,progress
49262,54345,2023-02-02,Mobile App,Desktop,Add to Cart,Fashion,113,progress
49263,55862,2023-02-12,Website,Tablet,Landing Page,Home,128,progress
49264,96684,2023-01-12,Social Media,Mobile,Add to Cart,Beauty,232,progress
49265,21391,2023-01-24,Social Media,Desktop,Checkout,Sports,292,progress
49266,31353,2023-01-26,Social Media,Mobile,Add to Cart,Beauty,25,drop_off
49267,83820,2023-02-28,Social Media,Tablet,Payment,Electronics,13,purchase
49268,33937,2023-02-03,Email,Desktop,Landing Page,Fashion,47,drop_off
49269,28247,2023-02-07,Mobile App,Tablet,Landing Page,Toys,256,purchase
49270,91478,2023-02-22,Email,Desktop,Checkout,Fashion,46,progress
49271,90983,2023-02-05,Website,Mobile,Product View,Home,239,progress
49272,24465,2023-02-21,Email,Mobile,Landing Page,Fashion,27,progress
49273,55091,2023-02-25,Website,Mobile,Product View,Home,136,progress
49274,90475,2023-01-16,Mobile App,Tablet,Checkout,Toys,49,progress
49275,27834,2023-01-20,Email,Desktop,Landing Page,Home,296,progress
49276,29289,2023-02-10,Website,Desktop,Add to Cart,Beauty,190,drop_off
49277,52223,2023-01-15,Website,Tablet,Checkout,Home,112,progress
49278,90498,2023-02-28,Social Media,Desktop,Landing Page,Electronics,281,progress
49279,92568,2023-01-12,Mobile App,Tablet,Landing Page,Toys,16,progress
49280,64644,2023-02-01,Mobile App,Mobile,Landing Page,Home,265,progress
49281,97965,2023-02-16,Email,Tablet,Product View,Toys,282,progress
49282,61957,2023-02-16,Website,Tablet,Landing Page,Home,275,progress
49283,56317,2023-02-28,Mobile App,Mobile,Payment,Toys,113,progress
49284,55029,2023-01-16,Email,Desktop,Confirmation,Home,60,drop_off
49285,28522,2023-01-10,Mobile App,Tablet,Product View,Electronics,174,progress
49286,23620,2023-01-22,Email,Desktop,Landing Page,Fashion,124,progress
49287,39529,2023-02-10,Mobile App,Desktop,Checkout,Toys,267,progress
49288,64723,2023-02-24,Email,Tablet,Landing Page,Home,238,progress
49289,63637,2023-02-17,Social Media,Mobile,Landing Page,Toys,147,progress
49290,42278,2023-01-25,Social Media,Tablet,Product View,Fashion,49,drop_off
49291,72753,2023-02-01,Website,Tablet,Product View,Sports,189,progress
49292,53316,2023-02-14,Email,Tablet,Landing Page,Home,45,progress
49293,94719,2023-01-29,Social Media,Mobile,Add to Cart,Home,150,drop_off
49294,45379,2023-02-27,Mobile App,Desktop,Payment,Toys,115,purchase
49295,69655,2023-01-05,Mobile App,Mobile,Payment,Beauty,133,progress
49296,81611,2023-01-26,Email,Desktop,Product View,Sports,110,drop_off
49297,25090,2023-01-10,Website,Mobile,Product View,Toys,141,progress
49298,39156,2023-01-29,Email,Tablet,Landing Page,Beauty,145,progress
49299,66675,2023-01-26,Website,Tablet,Landing Page,Beauty,127,progress
49300,59429,2023-02-13,Mobile App,Tablet,Landing Page,Home,274,drop_off
49301,38047,2023-02-27,Email,Desktop,Landing Page,Electronics,197,progress
49302,36698,2023-01-26,Email,Mobile,Add to Cart,Fashion,231,drop_off
49303,77412,2023-01-05,Website,Tablet,Landing Page,Beauty,114,progress
49304,14926,2023-02-13,Social Media,Mobile,Product View,Electronics,123,progress
49305,81129,2023-01-26,Email,Mobile,Checkout,Fashion,294,progress
49306,44379,2023-02-16,Email,Mobile,Payment,Fashion,155,drop_off
49307,87729,2023-01-03,Social Media,Mobile,Confirmation,Electronics,77,progress
49308,82680,2023-02-28,Email,Mobile,Landing Page,Electronics,210,progress
49309,85356,2023-02-02,Mobile App,Tablet,Product View,Toys,226,progress
49310,78498,2023-01-11,Email,Desktop,Add to Cart,Sports,25,drop_off
49311,63315,2023-02-15,Email,Tablet,Add to Cart,Electronics,288,drop_off
49312,26361,2023-01-05,Mobile App,Tablet,Confirmation,Electronics,162,purchase
49313,86816,2023-02-11,Social Media,Desktop,Product View,Sports,17,progress
49314,44016,2023-01-26,Social Media,Tablet,Product View,Fashion,114,drop_off
49315,63628,2023-02-25,Website,Mobile,Payment,Home,46,purchase
49316,93581,2023-02-04,Social Media,Tablet,Product View,Sports,131,purchase
49317,66469,2023-02-03,Website,Tablet,Landing Page,Toys,294,progress
49318,84480,2023-02-23,Mobile App,Tablet,Landing Page,Fashion,23,progress
49319,37545,2023-02-16,Mobile App,Tablet,Landing Page,Home,14,drop_off
49320,38995,2023-01-06,Website,Mobile,Payment,Sports,254,drop_off
49321,83304,2023-01-17,Social Media,Desktop,Add to Cart,Fashion,103,purchase
49322,29136,2023-02-08,Email,Desktop,Add to Cart,Fashion,266,drop_off
49323,35615,2023-01-31,Mobile App,Tablet,Add to Cart,Beauty,46,drop_off
49324,47779,2023-02-25,Social Media,Desktop,Confirmation,Fashion,262,purchase
49325,73059,2023-02-16,Mobile App,Desktop,Product View,Electronics,125,drop_off
49326,22799,2023-02-07,Website,Mobile,Add to Cart,Home,46,drop_off
49327,41176,2023-01-18,Email,Tablet,Landing Page,Toys,220,drop_off
49328,28004,2023-01-12,Email,Mobile,Product View,Electronics,115,progress
49329,16841,2023-02-09,Mobile App,Tablet,Add to Cart,Toys,27,drop_off
49330,14600,2023-01-07,Mobile App,Desktop,Landing Page,Toys,190,progress
49331,79421,2023-02-12,Social Media,Desktop,Payment,Beauty,95,purchase
49332,60724,2023-01-04,Email,Mobile,Product View,Home,65,progress
49333,17695,2023-02-24,Email,Mobile,Checkout,Fashion,246,progress
49334,24248,2023-02-13,Website,Desktop,Product View,Toys,25,drop_off
49335,56697,2023-01-04,Social Media,Mobile,Payment,Fashion,32,purchase
49336,21892,2023-01-07,Mobile App,Mobile,Landing Page,Toys,218,drop_off
49337,67399,2023-01-26,Mobile App,Mobile,Add to Cart,Home,141,progress
49338,23996,2023-02-20,Social Media,Desktop,Confirmation,Fashion,110,purchase
49339,89125,2023-01-19,Social Media,Tablet,Landing Page,Beauty,238,progress
49340,91689,2023-02-10,Mobile App,Desktop,Add to Cart,Sports,145,drop_off
49341,12621,2023-02-23,Social Media,Mobile,Payment,Home,254,purchase
49342,57884,2023-01-18,Email,Mobile,Add to Cart,Electronics,164,drop_off
49343,76599,2023-01-19,Mobile App,Mobile,Landing Page,Fashion,288,progress
49344,44036,2023-01-18,Email,Tablet,Payment,Toys,186,purchase
49345,91530,2023-02-20,Mobile App,Tablet,Landing Page,Home,120,drop_off
49346,26661,2023-02-08,Social Media,Mobile,Product View,Sports,285,progress
49347,51460,2023-02-11,Social Media,Mobile,Product View,Electronics,23,drop_off
49348,96140,2023-01-02,Website,Mobile,Payment,Fashion,83,purchase
49349,59836,2023-02-18,Social Media,Mobile,Add to Cart,Sports,276,drop_off
49350,82791,2023-01-18,Email,Desktop,Payment,Fashion,224,progress
49351,17225,2023-01-02,Website,Desktop,Product View,Electronics,260,progress
49352,30732,2023-02-10,Website,Mobile,Landing Page,Beauty,220,progress
49353,48218,2023-02-18,Mobile App,Tablet,Checkout,Toys,120,progress
49354,23595,2023-01-27,Website,Desktop,Landing Page,Home,79,drop_off
49355,49347,2023-01-30,Email,Tablet,Checkout,Sports,236,progress
49356,42463,2023-01-24,Mobile App,Tablet,Add to Cart,Toys,79,progress
49357,19448,2023-01-03,Email,Desktop,Checkout,Home,106,purchase
49358,29504,2023-01-21,Email,Tablet,Landing Page,Fashion,85,progress
49359,15481,2023-01-23,Email,Desktop,Product View,Beauty,226,progress
49360,53445,2023-01-25,Website,Tablet,Checkout,Toys,196,drop_off
49361,83780,2023-02-11,Email,Mobile,Product View,Fashion,298,drop_off
49362,18143,2023-01-15,Email,Tablet,Product View,Fashion,71,drop_off
49363,25922,2023-01-19,Social Media,Tablet,Product View,Toys,28,progress
49364,99424,2023-02-10,Social Media,Tablet,Add to Cart,Home,132,purchase
49365,31964,2023-02-03,Social Media,Mobile,Payment,Fashion,123,progress
49366,97214,2023-02-27,Email,Desktop,Product View,Sports,242,progress
49367,23699,2023-01-12,Mobile App,Desktop,Checkout,Fashion,209,progress
49368,47720,2023-02-18,Email,Tablet,Product View,Fashion,166,progress
49369,57479,2023-01-24,Social Media,Tablet,Landing Page,Home,45,progress
49370,16560,2023-01-02,Email,Tablet,Landing Page,Fashion,235,progress
49371,40849,2023-01-31,Email,Mobile,Add to Cart,Electronics,75,progress
49372,38778,2023-01-23,Email,Mobile,Confirmation,Sports,206,progress
49373,62893,2023-02-14,Social Media,Tablet,Add to Cart,Toys,232,progress
49374,45654,2023-01-27,Mobile App,Desktop,Product View,Sports,12,drop_off
49375,18688,2023-02-26,Social Media,Desktop,Payment,Toys,38,purchase
49376,18154,2023-01-17,Mobile App,Desktop,Product View,Home,143,progress
49377,11514,2023-01-20,Mobile App,Tablet,Product View,Fashion,201,progress
49378,92587,2023-01-06,Mobile App,Mobile,Landing Page,Beauty,169,drop_off
49379,55699,2023-01-12,Mobile App,Desktop,Landing Page,Fashion,185,progress
49380,31567,2023-02-28,Website,Mobile,Product View,Electronics,102,drop_off
49381,22359,2023-02-15,Website,Desktop,Landing Page,Fashion,126,progress
49382,85903,2023-01-28,Email,Tablet,Payment,Toys,102,purchase
49383,51694,2023-01-21,Website,Tablet,Payment,Electronics,42,progress
49384,73460,2023-02-04,Social Media,Desktop,Product View,Home,198,progress
49385,76538,2023-01-29,Social Media,Tablet,Landing Page,Home,262,progress
49386,13391,2023-02-27,Mobile App,Desktop,Add to Cart,Toys,113,drop_off
49387,40571,2023-02-03,Social Media,Tablet,Add to Cart,Beauty,144,progress
49388,13369,2023-02-11,Social Media,Mobile,Landing Page,Home,271,progress
49389,22122,2023-02-26,Social Media,Tablet,Product View,Beauty,190,progress
49390,63030,2023-02-05,Social Media,Mobile,Product View,Electronics,226,progress
49391,66699,2023-02-14,Social Media,Mobile,Product View,Toys,29,progress
49392,76189,2023-02-08,Social Media,Desktop,Payment,Electronics,264,progress
49393,27450,2023-01-25,Website,Mobile,Landing Page,Sports,178,progress
49394,46030,2023-01-20,Website,Mobile,Checkout,Home,89,progress
49395,59482,2023-01-13,Website,Desktop,Product View,Toys,122,progress
49396,16051,2023-02-19,Social Media,Tablet,Checkout,Fashion,251,drop_off
49397,84673,2023-02-14,Website,Desktop,Landing Page,Toys,260,progress
49398,89277,2023-02-04,Email,Tablet,Landing Page,Electronics,104,drop_off
49399,35464,2023-01-14,Website,Desktop,Landing Page,Beauty,253,drop_off
49400,96794,2023-01-21,Email,Mobile,Confirmation,Toys,250,progress
49401,30450,2023-02-23,Email,Mobile,Landing Page,Beauty,294,progress
49402,91656,2023-01-19,Mobile App,Mobile,Landing Page,Home,86,drop_off
49403,14866,2023-02-05,Mobile App,Tablet,Landing Page,Home,89,purchase
49404,38121,2023-01-21,Email,Tablet,Add to Cart,Electronics,269,drop_off
49405,50795,2023-01-10,Website,Desktop,Payment,Beauty,195,purchase
49406,15496,2023-01-01,Mobile App,Desktop,Landing Page,Toys,276,progress
49407,19848,2023-01-22,Email,Mobile,Product View,Fashion,40,progress
49408,46197,2023-02-08,Website,Desktop,Landing Page,Home,83,progress
49409,92445,2023-02-21,Mobile App,Desktop,Landing Page,Electronics,267,progress
49410,85407,2023-02-25,Social Media,Desktop,Landing Page,Fashion,213,purchase
49411,24810,2023-01-06,Website,Tablet,Product View,Electronics,194,progress
49412,67568,2023-01-25,Website,Mobile,Product View,Electronics,214,progress
49413,91962,2023-02-27,Social Media,Tablet,Product View,Toys,17,drop_off
49414,71431,2023-02-28,Mobile App,Tablet,Checkout,Electronics,33,progress
49415,10125,2023-01-09,Mobile App,Mobile,Add to Cart,Home,152,drop_off
49416,13994,2023-02-14,Social Media,Desktop,Landing Page,Sports,187,drop_off
49417,27948,2023-01-30,Social Media,Tablet,Payment,Beauty,279,purchase
49418,31876,2023-02-16,Social Media,Mobile,Landing Page,Fashion,158,drop_off
49419,31620,2023-01-02,Email,Tablet,Landing Page,Sports,17,progress
49420,25735,2023-01-21,Social Media,Mobile,Landing Page,Fashion,56,drop_off
49421,20773,2023-01-22,Social Media,Desktop,Product View,Home,237,progress
49422,34526,2023-02-15,Email,Desktop,Landing Page,Electronics,169,progress
49423,73444,2023-02-24,Social Media,Tablet,Product View,Electronics,113,drop_off
49424,58649,2023-01-04,Social Media,Desktop,Product View,Electronics,80,progress
49425,74741,2023-02-18,Email,Tablet,Landing Page,Beauty,146,progress
49426,44102,2023-02-15,Mobile App,Tablet,Add to Cart,Toys,117,progress
49427,37073,2023-01-16,Website,Tablet,Product View,Fashion,60,drop_off
49428,57382,2023-02-03,Website,Desktop,Payment,Fashion,48,purchase
49429,29116,2023-01-10,Website,Tablet,Landing Page,Home,235,progress
49430,29580,2023-02-11,Website,Tablet,Checkout,Electronics,108,drop_off
49431,11147,2023-02-20,Email,Desktop,Product View,Home,252,progress
49432,64071,2023-02-18,Website,Mobile,Add to Cart,Toys,255,drop_off
49433,22538,2023-02-16,Social Media,Desktop,Payment,Home,76,purchase
49434,54968,2023-02-13,Social Media,Desktop,Add to Cart,Sports,297,purchase
49435,30506,2023-02-03,Social Media,Mobile,Landing Page,Home,81,progress
49436,94048,2023-01-09,Social Media,Mobile,Add to Cart,Fashion,210,progress
49437,40386,2023-02-27,Email,Desktop,Landing Page,Electronics,197,progress
49438,31948,2023-02-07,Mobile App,Tablet,Landing Page,Electronics,192,progress
49439,88157,2023-01-19,Website,Mobile,Landing Page,Home,143,progress
49440,30875,2023-02-02,Social Media,Mobile,Landing Page,Sports,162,drop_off
49441,84115,2023-02-16,Email,Desktop,Product View,Beauty,203,progress
49442,63678,2023-02-14,Social Media,Tablet,Landing Page,Toys,49,progress
49443,31562,2023-02-02,Mobile App,Tablet,Product View,Fashion,198,drop_off
49444,50551,2023-01-19,Mobile App,Mobile,Product View,Electronics,145,progress
49445,91985,2023-01-16,Website,Mobile,Landing Page,Beauty,154,drop_off
49446,61515,2023-02-10,Email,Desktop,Payment,Home,245,drop_off
49447,56447,2023-02-24,Mobile App,Mobile,Landing Page,Home,201,drop_off
49448,35023,2023-02-22,Website,Desktop,Checkout,Toys,178,drop_off
49449,91971,2023-02-20,Email,Tablet,Payment,Home,22,progress
49450,65820,2023-02-24,Mobile App,Mobile,Checkout,Home,257,progress
49451,12203,2023-02-09,Website,Desktop,Payment,Sports,38,progress
49452,64616,2023-02-13,Email,Desktop,Payment,Beauty,286,purchase
49453,58924,2023-02-15,Social Media,Desktop,Payment,Electronics,39,purchase
49454,37608,2023-02-02,Mobile App,Tablet,Checkout,Fashion,61,drop_off
49455,32643,2023-01-06,Email,Desktop,Product View,Fashion,87,progress
49456,68881,2023-01-31,Social Media,Mobile,Landing Page,Home,41,progress
49457,10061,2023-01-23,Mobile App,Desktop,Add to Cart,Beauty,271,drop_off
49458,28275,2023-02-28,Email,Mobile,Add to Cart,Toys,214,drop_off
49459,80115,2023-02-05,Email,Mobile,Add to Cart,Home,85,purchase
49460,61960,2023-02-16,Website,Mobile,Payment,Home,23,progress
49461,81168,2023-02-13,Email,Mobile,Landing Page,Beauty,191,purchase
49462,44525,2023-01-19,Mobile App,Tablet,Payment,Beauty,274,drop_off
49463,51104,2023-01-15,Social Media,Desktop,Payment,Beauty,217,purchase
49464,42334,2023-01-05,Website,Mobile,Landing Page,Fashion,213,drop_off
49465,96966,2023-01-24,Mobile App,Mobile,Product View,Home,10,progress
